5	2	4	1	1	1	"Crystal Sword"	72	84	115	40	76	0	130	70	1	1	1	1
6	2	4	1	1	0	"Chaos Axe"	75	102	130	35	80	0	140	50	0	1	0	1
end																		

3																		
5	2	4	1	1	1	"Double Halberd"	13	19	31	30	38	0	70	50	0	1	1	1
2	2	4	1	1	1	"Dragon Lance"	15	21	33	30	34	0	70	50	0	1	1	1
6	2	4	1	1	1	"Halberd"	19	25	35	30	40	0	70	50	0	1	1	1
1	2	4	1	1	1	"Spear"	23	30	41	30	42	0	70	50	0	1	1	1
3	2	4	1	1	1	"Big Pike"	29	35	43	25	44	0	90	30	0	1	1	1
7	2	4	1	1	1	"Bardiche"	37	42	54	30	54	0	80	50	0	1	1	1
0	2	4	1	1	1	"Light Spear"	42	50	63	25	56	0	60	70	0	1	1	1
4	2	4	1	1	1	"Serpent Spear"	46	58	80	20	58	0	90	30	0	1	1	1
8	2	4	1	1	1	"Great Scythe"	54	71	92	25	68	0	90	50	0	1	1	1
9	2	4	1	1	1	"Bill of Balrog"	63	76	102	25	74	0	80	50	0	1	1	1
end																		

4																		
0	2	3	1	1	1	"Short Bow"	2	3	5	30	20	0	20	80	0	0	1	0
8	2	2	1	1	1	"Crossbow"	4	5	8	40	22	0	20	90	0	0	1	0
1	2	3	1	1	1	"Bow"	8	9	15	30	24	0	30	90	0	0	1	0
9	2	2	1	1	1	"Gold Crossbow"	12	13	19	40	26	0	30	90	0	0	1	0
2	2	3	1	1	1	"Fairy Bow"	16	17	24	30	28	0	30	90	0	0	1	0
10	2	2	1	1	1	"Arquebus"	20	22	30	40	31	0	30	90	0	0	1	0
3	2	3	1	1	1	"Battle Bow"	26	28	37	30	36	0	30	90	0	0	1	0
11	2	3	1	1	1	"Light Crossbow"	32	35	44	40	40	0	30	90	0	0	1	0
4	2	4	1	1	1	"Tiger Bow"	40	42	52	30	43	0	30	100	0	0	1	0
12	2	3	1	1	1	"Serpent Crossbow"	48	50	66	40	45	0	30	100	0	0	1	0
5	2	4	1	1	1	"Light Bow"	56	58	72	40	48	0	30	100	0	0	1	0
13	2	3	1	1	1	"Legendary Crossbow"	68	70	82	40	56	0	40	110	0	0	1	0
14	2	3	1	1	1	"Dragon Crossbow"	72	74	98	30	60	0	50	130	0	0	1	0
6	2	4	1	1	0	"Chaos Nature Bow"	75	77	102	35	68	0	40	150	0	0	1	0
16	2	4	1	1	1	"Shadow Crossbow"	84	86	108	35	72	0	50	160	0	0	1	0
17	2	4	1	1	1	"Giant Bow"		96	105	127	35	76	0	53	192	0	0	2	0
18	2	3	1	1	0	"Giant Crossbow"	100	120	140	35	100	0	40	110	0	0	1	0

7	1	1	0	0	0	"Arrows"	0	0	0	0	255	0	0	0	0	0	1	0
15	1	1	0	0	0	"Bolts"	0	0	0	0	255	0	0	0	0	0	1	0
end																		

5																		
0	1	3	1	1	1	"Skull Staff"	6	6	8	20	0	20	40	0	1	0	0	1
5	1	4	1	1	1	"Legendary Staff"	59	59	62	20	0	66	50	0	1	0	0	1
6	1	4	1	1	1	"Resurrection Staff"	70	70	78	20	0	70	60	10	1	0	0	1
9	1	4	1	1	1	"Crystal Staff"	100	92	96	30	0	91	52	16	2	0	0	0
10	1	4	1	1	1	"Dragon Staff"	104	114	120	20	0	91	36	4	1	0	0	1

1	2	3	1	1	1	"Angelic Staff"	18	20	24	25	0	38	50	0	1	0	0	1
2	2	3	1	1	1	"Serpent Staff"	30	34	36	25	0	50	50	0	1	0	0	1
3	2	4	1	1	1	"Lightning Staff"	42	46	50	25	0	60	40	10	1	0	0	1
4	2	4	1	1	1	"Gorgon Staff"	52	58	64	25	0	65	50	0	1	0	0	1
7	2	4	1	1	0	"Chaos Lightning Staff"	75	94	97	30	0	70	60	10	1	0	0	1
8	2	4	1	1	1	"Unicorn Staff"	90	101	109	30	0	85	60	10	1	0	0	1
end																		

//Index	x	y	sirial		drop	Name	Level(Bio)	Defence			Dur		Str	Agil				
6																		
0	2	2	1	1	1	"Round Shield"	3	1			22		70	0	1	1	1	1
4	2	2	1	1	1	"Buckler"	6	2			24		80	0	1	1	1	1
1	2	2	1	1	1	"Horn Shield"	9	3			28		100	0	0	1	0	1
2	2	2	1	1	1	"Kite Shield"	12	4			32		110	0	0	1	0	1
6	2	2	1	1	1	"Skull Shield"	15	5			34		110	0	1	1	1	1
10	2	2	1	1	1	"Big Round Shield"	18	6			35		120	0	0	1	0	1
3	2	2	1	1	1	"Fairy Shield"	21	8			36		30	100	0	0	1	0
9	2	2	1	1	1	"Iron Shield"	25	8			38		120	0	0	1	0	1
7	2	2	1	1	1	"Spike Shield"	30	9			40		130	0	0	1	0	1
5	2	2	1	1	1	"Dragon Slayer"	35	10			44		100	40	0	1	0	1
8	2	2	1	1	1	"Tower Shield"	40	11			46		130	0	0	1	1	1
11	2	2	1	1	1	"Serpent Shield"	45	12			48		130	0	0	1	1	1
14	2	3	1	1	1	"Legendary Shield"	48	7			50		80	25	1	0	1	1
12	2	2	1	1	1	"Bronze Shield"	54	13			52		140	0	0	1	0	1
13	2	2	1	1	1	"Chaos Shield"	60	14			60		120	40	0	1	0	1
end																		

//Index	x	y	sirial		drop	Name	Level	Defence	MagDef		Dur		Str	Agil				
7																		
5	2	2	1	1	1	"Leather Helm"	6	5	0		30		80	0	0	1	0	0
0	2	2	1	1	1	"Bronze Helm"	16	9	0		34		80	20	0	1	0	0
6	2	2	1	1	1	"Scale Helm"	26	12	0		40		110	0	0	1	0	0
8	2	2	1	1	1	"Brass Helm"	36	17	0		44		100	30	0	1	0	0
9	2	2	1	1	1	"Iron Helm"	46	20	0		50		130	0	0	1	0	0
1	2	2	1	1	1	"Dragon Helm"	57	24	0		68		120	30	0	1	0	0
16	2	2	1	1	1	"Black Dragon Helm"	82	30	0		74		170	60	0	1	0	0
17	2	2	1	1	1	"Phoenix Helm"	92	39	0		80		205	62	0	2	0	0
																		
2	2	2	1	1	1	"Pad Helm"	5	4	0		28		20	0	1	0	0	0
4	2	2	1	1	1	"Bone Helm"	18	9	0		30		30	0	1	0	0	0
7	2	2	1	1	1	"Sphinx Helm"	32	13	0		36		30	0	1	0	0	0
3	2	2	1	1	1	"Legendary Helm"	50	18	0		42		30	0	1	0	0	0
18	2	2	1	1	1	"Soul Helm"	81	27	0		67		59	20	2	0	0	0
10	2	2	1	1	1	"Vine Helm"	6	4	0		22		30	60	0	0	1	0
11	2	2	1	1	1	"Silk Helm"	16	8	0		26		30	70	0	0	1	0
12	2	2	1	1	1	"Wind Helm"	28	12	0		32		30	80	0	0	1	0
13	2	2	1	1	1	"Spirit Helm"	40	16	0		38		40	80	0	0	1	0
14	2	2	1	1	1	"Guardian Helm"	53	23	0		45		40	80	0	0	1	0
19	2	2	1	1	1	"Divine Helm"	85	30	0		74		50	110	0	0	2	0
end																		
																		
8																		
5	2	3	1	1	1	"Leather Armor"	10	10	0		30		80	0	0	1	0	1
0	2	2	1	1	1	"Bronze Armor"	18	14	0		34		80	20	0	1	0	1
6	2	2	1	1	1	"Scale Armor"	28	18	0		40		110	0	0	1	0	1
8	2	2	1	1	1	"Brass Armor"	38	22	0		44		100	30	0	1	0	1
9	2	2	1	1	1	"Iron Armor"	48	30	0		50		130	0	0	1	0	1
1	2	3	1	1	1	"Dragon Armor"	59	37	0		68		120	30	0	1	0	1
15	2	3	1	1	1	"Unicorn Armor"	80	44	0		80		150	70	0	0	0	1
16	2	3	1	1	1	"Black Dragon Armor"	90	48	0		74		170	60	0	1	0	0
17	2	3	1	1	1	"Phoenix Armor"	100	59	0		80		214	65	0	2	0	0
20	2	3	1	1	1	"Thunder Armor"	107	55	0		82		170	70	0	0	0	1
																		
2	2	2	1	1	1	"Pad Armor"	10	7	0		28		30	0	1	0	0	1
4	2	2	1	1	1	"Bone Armor"	22	13	0		30		40	0	1	0	0	1
7	2	3	1	1	1	"Sphinx Armor"	38	17	0		36		40	0	1	0	0	1
3	2	2	1	1	1	"Legendary Armor"	56	22	0		42		40	0	1	0	0	1
18	2	3	1	1	1	"Soul Armor"	91	33	0		67		59	20	2	0	0	0
10	2	2	1	1	1	"Vine Armor"	10	8	0		22		30	60	0	0	1	0
11	2	2	1	1	1	"Silk Armor"	20	12	0		26		30	70	0	0	1	0
12	2	2	1	1	1	"Wind Armor"	32	16	0		32		30	80	0	0	1	0
13	2	2	1	1	1	"Spirit Armor"	44	21	0		38		40	80	0	0	1	0
14	2	3	1	1	1	"Guardian Armor"	57	29	0		45		40	80	0	0	1	0
19	2	3	1	1	1	"Divine Armor"	92	37	0		74		50	110	0	0	2	0
end																		
																		
9																		
5	2	2	1	1	1	"Leather Pants"	8	7	0		30		80	0	0	1	0	1
0	2	2	1	1	1	"Bronze Pants"	15	10	0		34		80	20	0	1	0	1
6	2	2	1	1	1	"Scale Pants"	25	14	0		40		110	0	0	1	0	1
8	2	2	1	1	1	"Brass Pants"	35	18	0		44		100	30	0	1	0	1
9	2	2	1	1	1	"Iron Pants"	45	22	0		50		130	0	0	1	0	1
1	2	2	1	1	1	"Dragon Pants"	55	26	0		68		120	30	0	1	0	1
15	2	2	1	1	1	"Unicorn Pants"	74	34	0		80		150	70	0	0	0	1
16	2	2	1	1	1	"Black Dragon Pants"	84	40	0		74		170	60	0	1	0	0
17	2	2	1	1	1	"Phoenix Pants"	96	50	0		80		207	63	0	2	0	0
20	2	2	1	1	1	"Thunder Pants"	99	44	0		82		150	70	0	0	0	1
																		
2	2	2	1	1	1	"Pad Pants"	8	5	0		28		30	0	1	0	0	1
4	2	2	1	1	1	"Bone Pants"	20	10	0		30		40	0	1	0	0	1
7	2	2	1	1	1	"Sphinx Pants"	34	15	0		36		40	0	1	0	0	1
3	2	2	1	1	1	"Legendary Pants"	53	20	0		42		40	0	1	0	0	1
18	2	2	1	1	1	"Soul Pants"	86	30	0		67		59	20	2	0	0	0
10	2	2	1	1	1	"Vine Pants"	8	6	0		22		30	60	0	0	1	0
11	2	2	1	1	1	"Silk Pants"	18	10	0		26		30	70	0	0	1	0
12	2	2	1	1	1	"Wind Pants"	30	14	0		32		30	80	0	0	1	0
13	2	2	1	1	1	"Spirit Pants"	42	18	0		38		40	80	0	0	1	0
14	2	2	1	1	1	"Guardian Pants"	54	25	0		45		40	80	0	0	1	0
19	2	2	1	1	1	"Divine Pants"	88	32	0		74		50	110	0	0	2	0
end																		
																		
10																		
5	2	2	1	1	1	"Leather Gloves"	4	2	8		30		80	0	0	1	0	1
0	2	2	1	1	1	"Bronze Gloves"	13	4	4		34		80	20	0	1	0	1
6	2	2	1	1	1	"Scale Gloves"	22	7	10		40		110	0	0	1	0	1
8	2	2	1	1	1	"Brass Gloves"	32	9	8		44		100	30	0	1	0	1
9	2	2	1	1	1	"Iron Gloves"	42	12	4		50		130	0	0	1	0	1
1	2	2	1	1	1	"Dragon Gloves"	52	14	6		68		120	30	0	1	0	1
15	2	2	1	1	1	"Unicorn Gloves"	70	20	6		80		150	70	0	0	0	1
16	2	2	1	1	1	"Black Dragon Gloves"	76	22	6		74		170	60	0	1	0	0
17	2	2	1	1	1	"Phoenix Gloves"	86	33	6		80		205	63	0	2	0	0
20	2	2	1	1	1	"Thunder Gloves"	88	29	7		82		150	70	0	0	0	1
																		
2	2	2	1	1	1	"Pad Gloves"	3	2	0		28		20	0	1	0	0	1
4	2	2	1	1	1	"Bone Gloves"	14	5	0		30		20	0	1	0	0	1
7	2	2	1	1	1	"Sphinx Gloves"	28	8	0		36		20	0	1	0	0	1
3	2	2	1	1	1	"Legendary Gloves"	44	11	0		42		20	0	1	0	0	1
18	2	2	1	1	1	"Soul Gloves"	70	20	5		67		49	10	2	0	0	0
10	2	2	1	1	1	"Vine Gloves"	4	2	4		22		30	60	0	0	1	0
11	2	2	1	1	1	"Silk Gloves"	14	4	8		26		30	70	0	0	1	0
12	2	2	1	1	1	"Wind Gloves"	26	6	10		32		30	80	0	0	1	0
13	2	2	1	1	1	"Spirit Gloves"	38	9	4		38		40	80	0	0	1	0
14	2	2	1	1	1	"Guardian Gloves"	50	15	6		45		40	80	0	0	1	0
19	2	2	1	1	1	"Divine Gloves"	72	22	6		74		50	110	0	0	2	0
end																		

//index	x	y	sirial		drop	name	level	Def	Walkspeed		Dur		Str	Agil				
11																		
5	2	2	1	1	1	"Leather Boots"	5	2	12		30		80	0	0	1	0	1
0	2	2	1	1	1	"Bronze Boots"	12	4	10		34		80	20	0	1	0	1
6	2	2	1	1	1	"Scale Boots"	22	8	8		40		110	0	0	1	0	1
8	2	2	1	1	1	"Brass Boots"	32	10	6		44		100	30	0	1	0	1
9	2	2	1	1	1	"Iron Boots"	42	12	4		50		130	0	0	1	0	1
1	2	2	1	1	1	"Dragon Boots"	54	15	2		68		120	30	0	1	0	1
15	2	2	1	1	1	"Unicorn Boots"	72	22	2		80		150	70	0	0	0	1
16	2	2	1	1	1	"Black Dragon Boots"	78	24	2		74		170	60	0	1	0	0
17	2	2	1	1	1	"Phoenix Boots"	93	36	2		80		198	60	0	2	0	0
20	2	2	1	1	1	"Thunder Boots"	92	32	2		82		150	70	0	0	0	1
																		
2	2	2	1	1	1	"Pad Boots"	4	3	10		28		20	0	1	0	0	1
4	2	2	1	1	1	"Bone Boots"	16	6	6		30		30	0	1	0	0	1
7	2	2	1	1	1	"Sphinx Boots"	30	9	8		36		30	0	1	0	0	1
3	2	2	1	1	1	"Legendary Boots"	46	12	0		42		30	0	1	0	0	1
18	2	2	1	1	1	"Soul Boots"	76	22	0		67		59	10	2	0	0	0
10	2	2	1	1	1	"Vine Boots"	5	2	0		22		30	60	0	0	1	0
11	2	2	1	1	1	"Silk Boots"	15	4	0		26		30	70	0	0	1	0
12	2	2	1	1	1	"Wind Boots"	27	7	0		32		30	80	0	0	1	0
13	2	2	1	1	1	"Spirit Boots"	40	10	0		38		40	80	0	0	1	0
14	2	2	1	1	1	"Guardian Boots"	52	16	0		45		40	80	0	0	1	0
19	2	2	1	1	1	"Divine Boots"	81	23	0		74		50	110	0	0	2	0
end																		

//Index		x	y	sirial		Name	Level	Def	Dur	ReqLev	ReqEng	ReqStr	RegDex	Zen					
12																			
0	3	2	1	0	0	"Fairy Wings"	100	10	200	180	0	0	0	0	0	0	1	0	
1	5	3	1	0	0	"Heaven Wings"	100	10	200	180	0	0	0	0	1	0	0	1	
2	5	2	1	0	0	"Satan Wings"	100	20	200	180	0	0	0	0	0	1	0	1	
3	5	3	1	1	0	"Fairy Wings 2"	150	30	200	215	0	0	0	0	0	0	2	0	
4	5	3	1	1	0	"Heaven Wings 2"	150	30	200	215	0	0	0	0	2	0	0	0	
5	3	4	1	1	0	"Satan Wings 2"	150	45	200	215	0	0	0	0	0	2	0	0	
6	4	2	1	1	0	"MG Wings"	150	40	200	215	0	0	0	0	0	0	0	1	
7	1	1	1	0	1	"Twisting Slash"	47	0	0	80	0	0	0	99228	0	1	0	1	
8	1	1	1	0	1	"Orb of Heal"	8	0	0	0	10	0	0	861	0	0	1	0	
9	1	1	1	0	1	"Orb of Advanced Def"	13	0	0	0	10	0	0	2991	0	0	1	0	
10	1	1	1	0	1	"Orb of Advanced Dmg"	18	0	0	0	10	0	0	7176	0	0	1	0	
11	1	1	1	0	1	"Orb of Summoning"	3	0	0	0	10	0	0	150	0	0	1	0	
12	1	1	1	0	1	"Hell Blast"	78	0	0	170	0	0	0	399306	0	2	0	0	
13	1	1	1	0	1	"Fury of Light"	20	0	0	28	0	0	0	9555	0	1	0	1	
14	1	1	1	0	1	"Inner Strength"	60	0	0	120	0	0	0	194124	0	1	0	0		
16	1	1	1	0	1	"Fire Slash"	60	0	0	0	0	320	0	194124	0	0	0	1		
17	1	1	1	0	1	"Penetration"	64	0	0	130	0	0	0	231804	0	0	1	0		
18	1	1	1	0	1	"Ice Age"	81	0	0	0	0	0	258	442965	0	0	2	0		
19	1	1	1	0	1	"Death Stab"	72	0	0	160	0	0	0	320433	0	2	0	0		
15	1	1	1	0	1	"Jewel of Chaos"	12	0	0	0	0	0	0	0	1	1	1	1		
end																				


//Index		x	y	sirial	drop	Name	Level		Dur		얼음	독	번개	불				
13																		
0	1	1	1	0	1	"Guardian Angel"	23		255		0	0	0	0	1	1	1	1
1	1	1	1	0	1	"Satan"	28		255		0	0	0	0	1	1	1	1
//4	1	1	1	0	1	"No idea?"	50		255		0	0	0	0	1	1	1	1
//5	1	1	1	0	1	"What this?"	50		255		0	0	0	0	1	1	1	1
2	1	1	1	0	1	"Horn of Unilia"	25		255		0	0	0	0	1	1	1	1
3	1	1	1	0	0	"Dinorant"	110		255		0	0	0	0	1	1	1	1
8	1	1	1	1	1	"Ring of Ice"	20		50		1	0	0	0	1	1	1	1
9	1	1	1	1	1	"Ring of Poison"	17		50		0	1	0	0	1	1	1	1
10	1	1	1	0	1	"Transform Ring"	1		200		0	0	0	0	1	1	1	1
12	1	1	1	1	1	"Lightning Pendant"	21		50		0	0	1	0	1	1	1	1
13	1	1	1	1	1	"Fire Pendant"	13		50		0	0	0	1	1	1	1	1
14	1	2	1	0	1	"Blue Feather"	78		0		0	0	0	0	1	1	1	1
15	1	1	1	0	0	"Fruit"	0		0		0	0	0	0	1	1	1	1
16	1	2	1	0	1	"Blood Scroll"	0		128		0	0	0	0	1	1	1	1
17	1	2	1	0	1	"Blood Fang"	0		128		0	0	0	0	1	1	1	1
18	2	2	1	0	0	"Invisibility Cloak"	0		255		0	0	0	0	1	1	1	1
19	1	2	1	0	0	"Angel Staff"	0		255		0	0	0	0	1	1	1	1
end														

//Index		x	y	sirial	drop	Name	Value	Level						
14														
0	1	1	0	0	1	"Apple"	5	1						
1	1	1	0	0	1	"Small Heal Pot"	10	10						
2	1	1	0	0	1	"Medium Heal Pot"	20	25						
3	1	1	0	0	1	"Large Heal Pot"	30	40						
4	1	1	0	0	1	"Small Mana Pot"	10	10						
5	1	1	0	0	1	"Medium Mana Pot"	20	25						
6	1	1	0	0	1	"Large Mana Pot"	30	40						
8	1	1	0	0	1	"Antidote"	10	10						
9	1	2	0	0	1	"Alcohol"	30	15						
10	1	2	0	0	1	"Town Scroll"	30	30						
11	1	1	1	0	1	"Box of Luck"	0	0						
12	1	1	1	0	1	"Heart"	0	0						
13	1	1	1	0	1	"Jewel of Bless"	150	25
14	1	1	1	0	1	"Jewel of Soul"	150	30
15	1	1	0	0	1	"Zen"	0	0
16	1	1	1	0	1	"Jewel of Life"	0	72
17	1	1	1	0	1	"Devil Eye"	0	1
18	1	1	1	0	1	"Devil Key"	0	1
19	1	1	1	0	0	"Devil Square Invite"	0	0
20	1	1	0	0	1	"Love Charm"	0	0
21	1	1	0	0	1	"Rena"	0	0
22	1	1	1	0	1	"Jewel of Creation"	0	78
23	1	1	1	0	1	"Book of Kings"	0	0
24	1	2	1	0	1	"Quest Sword"	0	0
25	1	1	1	0	1	"Quest Tear"	0	0
26	1	1	1	0	1	"Quest Crystal"	0	0
end								


//Index		x	y	sirial		Name	Level	ReqLev	ReqEng											
15																				
3	1	2	1	0	1	"Fireball Scroll"	5	0	10					306	1	0	0	1		
10	1	2	1	0	1	"Power Wave Scroll"	9	0	10					1152	1	0	0	1		
2	1	2	1	0	1	"Lightning Scroll"	13	0	10					2991	1	0	0	1		
5	1	2	1	0	1	"Teleport Scroll"	17	0	10					6147	1	0	0	0		
1	1	2	1	0	1	"Meteor Scroll"		21	0	10					10914	1	0	0	1		
6	1	2	1	0	1	"Ice Scroll"		25	0	10					17568	1	0	0	1		
0	1	2	1	0	1	"Poison Scroll"		30	0	10					28941	1	0	0	1		
4	1	2	1	0	1	"Flame Scroll"		35	0	10					44166	1	0	0	1	
7	1	2	1	0	1	"Twister Scroll"	40	0	10					63720	1	0	0	1	
8	1	2	1	0	1	"Evil Spirits Scroll"	50	0	10					117618	1	0	0	1	
9	1	2	1	0	1	"Hell Fire Scroll"	60	0	10					194124	1	0	0	1	
11	1	2	1	0	1	"Aqua Beam Scroll"	74	0	11					345501	1	0	0	1	
12	1	2	1	0	1	"Blast Scroll"		80	0	13					428091	1	0	0	1	
13	1	2	1	0	1	"Inferno Scroll"	93	0	15					647640	1	0	0	1	
14	1	2	1	0	1	"Mass Teleport"		78	0	20					399306	2	0	0	0	
15	1	2	1	0	1	"Defense Up"		72	0	17					320433	1	0	0	0	
end																			
